station,lat,lon,H,mu24,sigma24,I_0p25h_2y_mmhr,I_0p25h_5y_mmhr,I_0p25h_10y_mmhr,I_0p25h_25y_mmhr,I_0p25h_50y_mmhr,I_0p25h_100y_mmhr,I_0p25h_200y_mmhr,I_0p25h_500y_mmhr,I_0p5h_2y_mmhr,I_0p5h_5y_mmhr,I_0p5h_10y_mmhr,I_0p5h_25y_mmhr,I_0p5h_50y_mmhr,I_0p5h_100y_mmhr,I_0p5h_200y_mmhr,I_0p5h_500y_mmhr,I_0p75h_2y_mmhr,I_0p75h_5y_mmhr,I_0p75h_10y_mmhr,I_0p75h_25y_mmhr,I_0p75h_50y_mmhr,I_0p75h_100y_mmhr,I_0p75h_200y_mmhr,I_0p75h_500y_mmhr,I_1h_2y_mmhr,I_1h_5y_mmhr,I_1h_10y_mmhr,I_1h_25y_mmhr,I_1h_50y_mmhr,I_1h_100y_mmhr,I_1h_200y_mmhr,I_1h_500y_mmhr,I_2h_2y_mmhr,I_2h_5y_mmhr,I_2h_10y_mmhr,I_2h_25y_mmhr,I_2h_50y_mmhr,I_2h_100y_mmhr,I_2h_200y_mmhr,I_2h_500y_mmhr,I_3h_2y_mmhr,I_3h_5y_mmhr,I_3h_10y_mmhr,I_3h_25y_mmhr,I_3h_50y_mmhr,I_3h_100y_mmhr,I_3h_200y_mmhr,I_3h_500y_mmhr,I_6h_2y_mmhr,I_6h_5y_mmhr,I_6h_10y_mmhr,I_6h_25y_mmhr,I_6h_50y_mmhr,I_6h_100y_mmhr,I_6h_200y_mmhr,I_6h_500y_mmhr,I_12h_2y_mmhr,I_12h_5y_mmhr,I_12h_10y_mmhr,I_12h_25y_mmhr,I_12h_50y_mmhr,I_12h_100y_mmhr,I_12h_200y_mmhr,I_12h_500y_mmhr,I_24h_2y_mmhr,I_24h_5y_mmhr,I_24h_10y_mmhr,I_24h_25y_mmhr,I_24h_50y_mmhr,I_24h_100y_mmhr,I_24h_200y_mmhr,I_24h_500y_mmhr
Chumphon,10.49875,99.18847222222223,0.709,3.792,1.749,112.75377270541344,163.17503256632526,196.55829389283306,238.73813307618573,270.0295473374961,301.08991070774067,332.0369400294776,372.8656688500501,68.97644624878698,99.8213504781009,120.243360981582,146.04662539043065,165.18896095983882,184.18995252819107,203.12161267004225,228.09834339333545,51.74306047018696,74.88153500072399,90.20121848504093,109.55767917916893,123.91740747447693,138.17110579011106,152.37279475488663,171.10922665950457,42.195928552582934,61.06511427979458,73.55815709323383,89.34314980642874,101.05335913068078,112.67710210744397,124.25843199860785,139.5377976718679,25.813106984269943,37.356218525839715,44.99876276563538,54.65513767260919,61.818788206295814,68.92954346892596,76.01435278004696,85.36141336870418,19.363844156206778,28.022972757226306,33.756069346741896,40.999852085739256,46.37370392807525,51.707876091945494,57.02258475760866,64.0343336597333,11.845715877730083,17.14288602271523,20.650073580678338,25.08141435753869,28.36883608949496,31.631984015411827,34.883225262681215,39.17262072726571,7.246545857524312,10.487058019639354,12.632559037226523,15.34340526056084,17.35446584816359,19.35067708006536,21.339604472499737,23.963616499801933,4.433031098097331,6.415395036842392,7.727892455469467,9.386236423267977,10.616490712729773,11.837660997632236,13.054375437293759,14.65959910488897
Prachuap Khiri Khan,11.833333333333334,99.83333333333333,0.618,3.965,2.155,79.83238504196333,120.84188519314861,147.9937426475831,182.3001865194398,207.750666365042,233.01322386244757,258.1836025310768,291.39113771283826,52.0166724971537,78.73737910656904,96.42881192740145,118.7819841956024,135.36484432596464,151.82525922014983,168.22561282535926,189.86276523010613,40.48723969978415,61.285333878188254,75.0554819261793,92.45410048877076,105.36138964769779,118.17337340954339,130.93860839476216,147.7799120340844,33.89268924201495,51.30319556553122,62.830465689841205,77.39520205010756,88.20015550369344,98.92532687704072,109.61136390163006,123.70956063992257,22.083580684993883,33.427806527224796,40.93867112844241,50.42866846299692,57.46889060901868,64.45712885982384,71.41986820311594,80.60588064845032,17.1887816290401,26.0185734791055,31.864663989388735,39.2512148468171,44.730980235141566,50.17028389600204,55.58974045148261,62.739684304192615,11.199755890455881,16.95301492989787,20.76217302159557,25.575054368337955,29.14552469082529,32.68963122091112,36.22080590159748,40.879520376480805,7.297464981106172,11.046136539504884,13.528083293839877,16.664029597455432,18.990453708773238,21.29969986963383,23.600519979153965,26.636015222974827,4.754835343853486,7.197370671466756,8.814541590358319,10.857841333414804,12.37367780785172,13.878321583703526,15.377475167162979,17.355323654108474
Hua Hin,12.586111111111112,99.9625,0.756,2.698,1.193,98.8255447189636,141.44727487803797,169.6665688824569,205.32172166493834,231.77275082645482,258.02846974068314,284.1883859469534,318.70142801152736,58.51814356832014,83.75599610605894,100.4656505040513,121.57834313234973,137.24094460249802,152.78789588196256,168.27811894774038,188.71452692563298,43.069075375565625,61.64401482141869,73.94224099338479,89.48108236362953,101.00868256010013,112.45116476621715,123.85189527683922,138.89299436054574,34.650688103168385,49.5949242554645,59.48930892917828,71.99089019392092,81.26527733835772,90.4711838639284,99.64349958296891,111.74462849120756,20.51791312588836,29.36693044388888,35.22574988680832,42.6283837843663,48.12008049061468,53.57122737042042,59.00248393092968,66.16799564963387,15.10108648502297,21.613921148407197,25.925984396010502,31.37428774041535,35.41615039972915,39.428168579621186,43.42554757910204,48.699330127536165,8.94189401617963,12.798376618450755,15.351703664777743,18.577839156550674,20.971170759768956,23.346830378112365,25.713821613564892,28.836617093164715,5.294815619782701,7.57837705352126,9.090293421892829,11.0006037613429,12.417781099064676,13.824494221780244,15.226074484606636,17.075193502664096,3.1352499142539254,4.487428404204103,5.382688221483747,6.513851373904345,7.353012818917449,8.18597802754446,9.015903886044285,10.110833466056341
Pattaya,12.92,100.86944444444444,0.728,2.717,1.142,86.97776871825914,122.88262071977945,146.65475692904437,176.690914048162,198.97345123723355,221.09145766940972,243.1287592114339,272.20279404826096,52.51198380904961,74.18918977506503,88.54138632049542,106.67542470258216,120.12829029502214,133.48182203963526,146.78662899000005,164.33979538083554,39.08984864660584,55.226331004120865,65.91008640645494,79.40903967939053,89.42333435513243,99.36368505094096,109.26776507681197,122.33431803701836,31.703600634940273,44.79100337574973,53.45600276265309,64.40425245847355,72.52628950984743,80.588354714557,88.62100279757708,99.21855666561054,19.140741223464673,27.04213362471197,32.27354291717607,38.88344242640164,43.78704347783573,48.65443710882844,53.50407043807242,59.90224074451394,14.248341485817967,20.13012714040926,24.024381034805604,28.944781153842317,32.59501504370847,36.21829617951216,39.82835657107963,44.591145762275744,8.60229790249853,12.153368913099872,14.504486911002015,17.475130734044352,19.678924022244175,21.866444846735224,24.045983775191154,26.921471530046638,5.193553879725986,7.337478541871715,8.756943217252429,10.550440597523863,11.880959409098608,13.201653878621348,14.517529355871254,16.253577183393794,3.135557755304261,4.429931464879367,5.286919487790812,6.3697261265706295,7.173013947362721,7.970370416978852,8.764817466774998,9.81293949558788
Koh Sichang,13.161666666666667,100.80194444444444,0.812,2.976,0.994,135.95385124003863,181.80858803862213,212.16841375158606,250.5281340222536,278.9855658469625,307.2328724620648,335.37710940022987,372.50808587825856,77.43818370099011,103.55666066491088,120.84936505869541,142.69874290231274,158.90785954888273,174.99729062249315,191.0280140647723,212.1775096566701,55.714604989628334,74.50611787679006,86.94773451157945,102.6677501117221,114.32975570164542,125.9056508728876,137.43930754713548,152.65577746309253,44.10814581722022,58.98501321504885,68.83479391135644,81.28001793240345,90.51259605401685,99.67700226802583,108.80796910317048,120.85454601063167,25.123633257533214,33.59737327990521,39.20772649916365,46.29642266445472,51.555222426978,56.77519203753304,61.976114855814636,68.83774493851843,18.075750694935984,24.172369385712738,28.208861443303142,33.3089798586016,37.092539047177844,40.84816102861411,44.59007937629869,49.52683010277401,10.295797361241082,13.76838069613835,16.06753302328639,18.97251808357259,21.127601950753615,23.2667730169447,25.39813860724706,28.210070789792002,5.864400604586577,7.842355210153328,9.151933266547623,10.806588612425935,12.03410647143202,13.252560531251719,14.466568656879542,16.06822185699509,3.3403138430581745,4.466940346838959,5.212865123348571,6.155343055876712,6.854527025988219,7.548548331415919,8.240037269679815,9.152325620502936
Chon Buri,13.366666666666667,100.98333333333333,0.812,2.797,0.987,128.5639644110383,174.09578052794163,204.2418046513776,242.33138604689967,270.58841342213873,298.63679534276855,326.58283342925637,363.4523241574398,73.2289655834152,99.16350961097034,116.3344343963479,138.02994338191164,154.12491131970293,170.10103654068232,186.01886756435383,207.01942304644956,52.68619040747079,71.3453686968356,83.69936831307012,99.30867957800054,110.8885583679948,122.38293315070712,133.83536689062927,148.9446785677416,41.71061016189847,56.48271088791141,66.26312693142808,78.6207085297917,87.78826849561906,96.88813663769842,105.95480088949695,117.91654274831406,23.758016875113285,32.17208267197562,37.74292636152096,44.78170213128182,50.00346809266056,55.1866773538455,60.35097395509694,67.16428269919015,17.09322794352854,23.146912699863208,27.15497875704804,32.21918084547821,35.9760952510363,39.70526919034978,43.4208360003746,48.322820876663485,9.736160568168135,13.184289090847816,15.467250204424387,18.351777623440974,20.49168484367001,22.61579132488793,24.732147298357166,27.524277141588417,5.54563613861128,7.50966148639235,8.81001716210781,10.45302000555036,11.671893372591613,12.881766770018217,14.087225542648659,15.677599494876073,3.158748252614103,4.277440766931642,5.018112552057383,5.953953316046595,6.648213455382668,7.337347286828484,8.02396658468207,8.929830369654324
Bangkok,13.66638888888889,100.6061111111111,0.755,3.332,1.352,120.09719667234926,168.1794765327405,200.01412957753834,240.23729809166963,270.07714227426504,299.6966537314017,329.20808856663155,368.1428230597828,71.16315979337527,99.65414092984511,118.5176495242568,142.3517426394878,160.03323445289632,177.58416890623337,195.0710629479056,218.14169914108732,52.39698802608364,73.3747186635863,87.26380167818462,104.8126948863749,117.83146636195947,130.7541092725359,143.62959962984002,160.6163642968132,42.16747311424484,59.04970100517653,70.22720484009238,84.35001056649679,94.82711463026338,105.22685740222302,115.58865325972661,129.25907534650804,24.98618377828254,34.98968689374829,41.612876389713584,49.9812938756007,56.189464018786936,62.351794008137595,68.49163869048756,76.59199788586997,18.39717033433459,25.762686908947735,30.639299776085807,36.800913061364845,41.37194978318704,45.9092346873748,50.42996380110723,56.39420744908167,10.901176784500425,15.265587007912647,18.15520633567566,21.806248016536564,24.514799303906557,27.203351073734197,29.88209276976892,33.4161837854433,6.459452901033829,9.045568403628508,10.75780189168102,12.921213442878349,14.526155718071696,16.11924735143416,17.706526061029436,19.800638918292087,3.82752546862641,5.359918862098866,6.374496626526426,7.656418321474161,8.607421065529246,9.551401754601935,10.491938016707355,11.732797021046249
Kanchanaburi,14.0225,99.53583333333333,0.821,2.979,0.92,140.6320588242971,184.8528072900329,214.13079054863542,251.1236000103087,278.56697931109557,305.8077210069358,332.94906581214934,368.75691655468773,79.60469969827523,104.6358300925611,121.20861644410041,142.14837593287524,157.68268572118905,173.10229260445965,188.46563593235436,208.73465018863968,57.06473235326402,75.00833068179993,86.88855409929884,101.89924788117045,113.03503802575688,124.08860324391009,135.10183585932828,149.6317050502609,45.06019656563364,59.22905418461371,68.61007080135992,80.4630101652117,89.25619769341026,97.98445770517469,106.68086976230417,118.15413415550725,25.5062995304225,33.5265736077274,38.836692913977586,45.546042734278075,50.52342170764151,55.46404849596902,60.386647767058165,66.88108277864352,18.28422394082946,24.03356782826255,27.840133748661753,32.64973988009677,36.21778046076995,39.75947518987379,43.28824686983481,47.9437910415543,10.349774924679366,13.604187876089224,15.758892425737143,18.481367336228317,20.501054748261538,22.505829105476348,24.5032883778179,27.138556600583588,5.858484414661046,7.700643079313974,8.920312406828616,10.461367835424072,11.604610786308852,12.73941221070011,13.870072935314438,15.36176506619453,3.3161918869351314,4.358944787818754,5.049337941127449,5.921651520529754,6.568783565300967,7.211137288634453,7.851147171132223,8.695518682960465
Suphan Buri,14.474444444444444,100.1388888888889,0.793,2.169,1.458,100.88985914597839,162.56244967354,203.39507091195472,254.98719609187208,293.2611817893646,331.2525583843668,369.1053108278557,419.0448300159525,58.227846593765335,93.82173254699104,117.38798217423627,147.16400105117722,169.25355283160906,191.17999882910982,213.0264389083069,241.8486682866181,42.217290870497955,68.02414316545399,85.11052491302671,106.6992135462047,122.71493604440317,138.61240096167646,154.45185869987694,175.34901551368677,33.60577710829541,54.148528862578345,67.74961800772374,84.93463019840327,97.68345394822106,110.33814238466384,122.94665598870013,139.58119552455517,19.395329230213292,31.25142862303191,39.101198054325856,49.01940254010109,56.3772932125546,63.68085437525703,70.95776607010791,80.5582692767803,14.062313884859678,22.6584139630266,28.34978018612103,35.54083649652019,40.87557286208508,46.17091837172471,51.44694205509655,58.40765346877665,8.115961926919043,13.07713841079076,16.36186892932365,20.512134647141746,23.591038843675907,26.647208894921057,29.69222749501585,33.70955133519283,4.684068250682256,7.547375085212548,9.443133354220068,11.838428952668808,13.615396060664198,15.379242322466181,17.13665260554466,19.455221768624178,2.703375838208067,4.355912500695374,5.450035563221546,6.83246295318737,7.858026563270444,8.876017572640253,9.890294103816066,11.228439391039519
Lop Buri,14.799722222222222,100.64500000000001,0.703,2.437,1.438,73.35362058136073,113.68927822860648,140.39499331246213,174.13773511639192,199.1700285661005,224.0174874903167,248.77428221072304,281.43617190609615,45.06065160740493,69.8385835239645,86.24373045172254,106.97167708414618,122.34885199564962,137.61248426137468,152.8204220969031,172.88440831514674,33.88483010763674,52.51740605718733,64.8537926097189,80.44084972196924,92.00421911022022,103.48220639402022,114.91831243026088,130.0060828027476,27.680464947627524,42.90138722515444,52.978962189025175,65.71200487100916,75.15810331716347,84.53445325515342,93.87659046723194,106.20176658901948,17.003929423668676,26.354042893941035,32.54463159147935,40.366456821751484,46.16913360522802,51.928964334186446,57.667778408334684,65.23905386579858,12.786660625843554,19.817784125514375,24.472999680539118,30.35487687505006,34.71838938460549,39.04968240273461,43.36517126019871,49.05863936202536,7.854762384144208,12.17393577894472,15.033604389980454,18.64680326085862,21.32728058998438,23.987965695268674,26.638942407538003,30.13640279928142,4.825129399826903,7.478369499396478,9.235045311350277,11.454609856611194,13.101209630583014,14.735651170291987,16.364128907371345,18.512596058331496,2.964045579796433,4.593913700960183,5.673028216675297,7.036492267958463,8.047987790111728,9.05201458810472,10.052377860965366,11.372167245757767
Nakhon Ratchasima,14.968305555555556,102.08602777777777,0.723,2.607,0.832,78.95221838112379,104.52035081531017,121.44867924335288,142.8376670883135,158.70524013375433,174.45564951057398,190.14858828928595,210.85244115776922,47.8321222463629,63.322225770744595,73.57802214226632,86.53624804527311,96.14940026854335,105.6915704847816,115.19892292476705,127.74206916792275,35.6784246359603,47.232636852414885,54.88253070488588,64.54819186695843,71.71873147516162,78.83632494446348,85.92794751078871,95.28399689595452,28.978437408137577,38.3629048820013,44.57623891915758,52.426802946333744,58.250799811079126,64.03179319717295,69.7916927094755,77.39078639878055,17.55619017471467,23.241641510103445,27.00590500157491,31.762061901918162,35.29045078963988,38.792786607668845,42.2823429906101,46.88615002429955,13.095325455494981,17.33615645911018,20.143955590384852,23.691617236081587,26.323475307704392,28.935900152451325,31.538792697767366,34.97281516166679,7.933623916929745,10.50287340922249,12.203940130895141,14.35324244316899,15.947717678927997,17.530419559832286,19.107346427430855,21.18780199483597,4.806477599139636,6.363022282957336,7.393590303066563,8.695715728457426,9.661706753908554,10.62056505326018,11.575924639743723,12.836340205876056,2.911938749923945,3.8549500689839173,4.479305616323955,5.26818050552256,5.853412963402613,6.434324156678114,7.013115702589141,7.776721243720767
Ubon Ratchathani,15.25,104.86666666666666,0.715,3.253,1.274,97.2432735413,134.99066447753526,159.98272178618427,191.5602524483218,214.98626858373078,238.23931069319738,261.40750635798565,291.9735412502327,59.24110127804704,82.2370055498815,97.46229511748976,116.69948884762297,130.97073809582446,145.1366106797472,159.25079437415377,177.87177969043765,44.33205599688795,61.5406441879353,72.93422693907443,87.33004894894106,98.00969208804088,108.61047841859417,119.17258426051686,133.10727733592452,36.089982914297,50.09920580794465,59.37453034624501,71.09392748879618,79.78804576853395,88.4179680436172,97.0164011819482,108.36040099650084,21.986202799320882,30.520693279187757,36.171268587379515,43.31078546866454,48.607286941483835,53.864679878824134,59.10288947245782,66.01371237504803,16.452995515456763,22.839634212171386,27.068144749166038,32.4108790222229,36.374424513698024,40.30870380742517,44.228627576878424,49.40022265685944,10.023249302117208,13.91402237134833,16.490052690514823,19.744873827705668,22.15948608138408,24.55626921720505,26.944306893968143,30.094869156478637,6.106214912537402,8.476493833128515,10.045824723333979,12.028678463324123,13.499672639662952,14.95980522590689,16.414610033612497,18.333948732107757,3.7199374608210407,5.163923543131624,6.119967974996055,7.32793264908142,8.224069850210252,9.113590114913361,9.999864669589623,11.169135654447427
Nakhon Sawan,15.671833333333332,100.13236111111111,0.75,1.372,1.443,58.298543154067666,108.45921390073528,141.66994255900636,183.63178625866678,214.7614790170179,245.66131501049554,276.44840269289847,317.06611889085065,34.664521156555224,64.49023442917822,84.2374518365986,109.18811337973273,127.69793943777266,146.07109184570305,164.37720370676615,188.52864225564915,25.57506587935263,47.58011762667114,62.149376606126864,80.55767394902598,94.21400050584641,107.76949089101642,121.27551956878317,139.0941598199846,20.61164759876891,38.34612281568609,50.087888536891036,64.92364065245097,75.9296490752929,86.854390859563,97.73927009616897,112.09980137611028,12.25575898819237,22.800741042591035,29.782436711767026,38.603827697887304,45.14803945999905,51.643929789709816,58.116117706768414,66.65494069343109,9.042151256291469,16.82211191173637,21.973122822354444,28.481438762985576,33.30967932019841,38.10226890702979,42.87737113950421,49.17721181607826,5.376495304456304,10.002487587404461,13.06529699958629,16.935164811228375,19.80605382301948,22.65574464099339,25.49503741585537,29.240945093838082,3.1968832349190786,5.947514703333892,7.768672075765858,10.069709243628248,11.776750063230802,13.471186361377052,15.159439946097896,17.386769977498076,1.9008781443993419,3.5364134008939816,4.619280053311859,5.98748493926569,7.002497483401408,8.010015334238604,9.013856921678043,10.338235282078207
Chaiyaphum,15.8,102.03333333333333,0.778,3.178,0.949,122.87605228574385,160.36185464650737,185.18071755662112,216.53941663707988,239.8030910042805,262.8949900516723,285.9026306383509,316.2568435919959,71.65820307278605,93.51897405253185,107.9927066095706,126.28030606451024,139.84709203308452,153.31370298365673,166.73117653295276,184.43298510740715,52.27173481749481,68.21827512354425,78.77627236040485,92.11632985788629,102.01274657035539,111.83608969526851,121.62358909121569,134.53633604712343,41.78924999705901,54.53789822471727,62.97861264791176,73.64347769751814,81.55528382976895,89.40867042746214,97.23340133664958,107.55664797411507,24.370432699001245,31.80512161199328,36.72753258602194,42.947011900765666,47.560976948885305,52.14087320334762,56.704058185695175,62.724314290584566,17.777236112603365,23.20053826986996,26.791236195071907,31.328092542320224,34.69379175204676,38.03463916712532,41.36329639117218,45.75482753699983,10.367234068257858,13.529966594908021,15.623970725988045,18.269750496704987,20.232541072786027,22.180838711354184,24.122027339108627,26.683057131279877,6.04590846098104,7.890334005614993,9.11150420492481,10.654455989012199,11.799105764731632,12.935303626183796,14.067355692494761,15.560883434548977,3.525820761631999,4.60144304743478,5.313598593619511,6.2134090141116705,6.880939786381106,7.543541616210973,8.203725723265737,9.074713293619
Roi Et,16.02,103.74388888888889,0.697,2.623,1.707,78.2247727279336,124.81235255312802,155.65738411648417,194.6301632653781,223.5423971874057,252.24114771253085,280.83518131772325,318.55957908835916,48.253231485585026,76.99094711279234,96.01781540914868,120.05831394084493,137.8929290832523,155.5958562269628,173.2341883632126,196.50461836640204,36.37397764020494,58.03687965676475,72.3796057430278,90.5016781748509,103.94566674182143,117.2903870075277,130.58641463059206,148.12799836611512,29.765178825121797,47.49214173173784,59.22893364985575,74.0584013520299,85.05974763802043,95.97986170992581,106.86013011991213,121.21457828965454,18.360757263607283,29.295697882026882,36.53558005199899,45.68319036631431,52.46941026160609,59.20552177442972,65.91705434785567,74.77164716069068,13.840602040574087,22.083517039338155,27.54104400822011,34.436643801025966,39.55219364366393,44.62997106925603,49.689220537972574,56.36393953753628,8.5376249859681,13.622296653020834,16.98879172849001,21.242367180750744,24.397912439940892,27.53015764826578,30.650973819971025,34.768298163083735,5.266464579166774,8.402962525051857,10.4795970809192,13.10343034730907,15.049939752769696,16.982076438325624,18.907163081670717,21.44694936293538,3.2486375554329014,5.183397557398494,6.464377027722344,8.082897984287271,9.283609289096468,10.475454730107622,11.66295132730729,13.229627599797297
Phetchabun,16.433333333333334,101.15,0.748,1.615,1.462,65.36531652363776,115.72463386595862,149.06688385536282,191.19490510556614,222.44787786392786,253.47008357724727,284.37909447293964,325.1576651994663,38.920367446541576,68.905736439765,88.7586598263255,113.84288115432429,132.4517894904802,150.92329256853793,169.32739623465378,193.6081163631528,28.738273261567205,50.8790644336904,65.53819472344391,84.06004470514848,97.80061109621488,111.43971930191793,125.02906069283654,142.95761624922667,23.174293076757692,41.028434099915714,52.84942899731749,67.78528738703459,78.86556036269263,89.86401834197821,100.82234479558672,115.27977573185515,13.798632819824029,24.429495883301925,31.468052253241545,40.361286885511454,46.95879636845943,53.50759087700194,60.03248993443044,68.64085526176856,10.188723967131239,18.038409562832797,23.235584450868018,29.80222869934404,34.673740527364764,39.50928187673269,44.327179147977105,50.68347975208218,6.066655861273623,10.740581789774987,13.835127446157164,17.74509408647754,20.645730700058003,23.524949468199164,26.393662450698265,30.178384506208868,3.6122593425689122,6.395247695259097,8.23782814054676,10.565933417753786,12.293054907154337,14.007423602584872,15.7155368546205,17.969067945994233,2.150841889890393,3.8079122606424116,4.905037032530795,6.291257090233152,7.319634317902189,8.340418169547357,9.357477352386207,10.699293820095868
Khon Kaen,16.461111111111112,102.78972222222222,0.699,1.968,1.947,65.16309375143936,118.7880712269623,154.2924723790104,199.15237735496595,232.43201752200716,265.4659260499881,298.3792993946914,341.8022457747908,40.14040298076924,73.1733374499774,95.04401435906166,122.67767261173012,143.1778988971115,163.52675472953945,183.80136100517709,210.54985414698749,30.233883696225814,55.11439870663962,71.58746456857865,92.4012269543896,107.84206489404534,123.16889011011604,138.43979031552925,158.586843425241,24.72644956982199,45.07470538298416,58.54702129145737,75.56932815623034,88.19744780062629,100.73232339181463,113.22146132754304,129.69850733668676,15.231469116587164,27.76597509648576,36.06490871853156,46.55063335003294,54.3295428866021,62.05101417621523,69.74431111412308,79.89415558379415,11.472392691577474,20.91342386825648,27.16420799844665,35.06209031744941,40.921190594164834,46.73702819414492,52.53164477965032,60.17654105480314,7.066982846918309,12.882648957423234,16.733125960383035,21.598213861039383,25.207413987558834,28.789964346883256,32.359442581733,37.06869132307345,4.35325462623878,7.9356993482117,10.30758947295853,13.30447893333497,15.52774273461104,17.734590304966083,19.933385459236806,22.83427814759095,2.6816006563725003,4.888383154220778,6.349465186277332,8.195546207034164,9.565074567001068,10.924490544533999,12.278946241515694,14.065893343178287
Kamphaeng Phet,16.486805555555556,99.52697222222223,0.78,2.367,1.146,98.01944525562075,143.70193430214596,173.94771701547583,212.1633436537836,240.5138785905507,268.65507762755215,296.69359415634506,333.6850926289026,57.083270008113814,83.68723466109643,101.30137414871758,123.55688608550544,140.06729620310543,156.4557960440501,172.7844970019681,194.32711734436032,41.60616256187196,60.99693814261492,73.83531882412258,90.05664684909488,102.09055463360687,114.0356059320107,125.93707174472195,141.63879597752884,33.243400901948824,48.73666648422306,58.99455641320938,71.9554275316226,81.57054212679125,91.11466022508185,100.62395343962524,113.16966016628663,19.359852779467772,28.382616173343052,34.356470636636494,41.90445158738893,47.50397504075691,53.06215249190717,58.60004908718481,65.90625208244768,14.110775044981702,20.687177561332337,25.04132825882081,30.542809207727213,34.624122051871005,38.67529912262078,42.711694128744426,48.03695088939838,8.217646812995563,12.047525257460189,14.583238036415127,17.787117854668946,20.163938927898634,22.52320992741521,24.87387234335809,27.975125046209026,4.785684622415698,7.016078650595456,8.492793570238495,10.358626785902834,11.742808452411143,13.116769538770123,14.485717271919002,16.291783863487282,2.7870238069865874,4.085931224826405,4.945920957100062,6.03252026361641,6.838621701994464,7.638771013885959,8.436000715345138,9.48779392464423
Mukdahan,16.54138888888889,104.72888888888889,0.729,2.662,1.213,86.5681815796739,124.87976564719803,150.2453679008245,182.29487359118949,206.07102776446672,229.67162254749147,253.18610272451298,284.20899427649766,52.228484972198224,75.34270495717264,90.64632982186947,109.9825004075369,124.32717634130111,138.56593343966628,152.752735705165,171.46952743684446,38.86305169523816,56.062270218412564,67.44964943413812,81.83763326056443,92.51146158742607,103.106476041402,113.66283106735544,127.58993703308398,31.510591913965115,45.455908415943874,54.68892136228083,66.35485769622036,75.00931569414104,83.59987053270264,92.15907987967502,103.45133134953046,19.011032069894117,27.42454775274126,32.99502721894155,40.033342791540385,45.25476735237523,50.4376377338643,55.60159669193497,62.41445997996443,14.1460492776195,20.406519882792857,24.55149616493932,29.788684685550464,33.673930308480706,37.53048788760151,41.37297353592956,46.442403719405455,8.534622174454928,12.311701569616426,14.812456783735826,17.972167626149233,20.316221629914477,22.642967506864046,24.961223478948714,28.019722032618763,5.149124976960017,7.427919920197116,8.9366804571107,10.843003395147653,12.257222650717873,13.66099953329615,15.059654269832304,16.90491361146266,3.106580172665559,4.481427203939292,5.391695568029997,6.541822059133252,7.395051592076166,8.24198101207999,9.085820128894987,10.19910561133809
Phitsanulok,16.794805555555556,100.27930555555555,0.758,2.737,1.175,100.76255049793755,143.12616823795625,171.17456936185772,206.613798536777,232.90464323140517,259.0013604557043,285.0028551425034,319.3068900939683,59.582457941263414,84.63272175218283,101.21817609038708,122.1739416138952,137.72012559313094,153.15151899016163,168.52660582480766,188.81111340833812,43.81685886668079,62.238788943117356,74.43570959874522,89.84655118054083,101.27919382185551,112.6274196244983,123.93423765742956,138.85143705937193,35.23203091604045,50.044640189584086,59.851876416331116,72.24334538730517,81.4360449419767,90.56086704612233,99.65239420717131,111.64693795365658,20.83324598143474,29.59217144213303,35.391342236367244,42.7186099081859,48.15439564282843,53.55004438886624,58.92600531897531,66.01856495316432,15.320740876505276,21.762042796502165,26.026745143713683,31.415207864922174,35.412677331508235,39.38063011103918,43.33410449740291,48.549963245646204,9.059391553631379,12.868233219891598,15.390017821204749,18.576299350085286,20.940065006942334,23.286376989231435,25.624127673223903,28.708345797507466,5.356958647337208,7.6091857621076535,9.100356084833278,10.98445374061299,12.382185012168792,13.769595655418481,15.151943870284203,16.975689852930493,3.167652681683456,4.499429484442431,5.381181609592124,6.495277757198327,7.321777923074604,8.14217534146248,8.959579267478656,10.037988535302766
Tak,16.878333333333334,99.14333333333335,0.783,2.738,1.216,113.51356028900223,162.65473452079598,195.19046777690178,236.29945299654818,266.7964466142416,297.06825521820076,327.2296070775353,367.0217836746499,65.9692062592578,94.52794629406763,113.4363171750767,137.3270939083511,155.0506368677186,172.64331196795365,190.17179435191483,213.2972984657541,48.02438398800489,68.81462803392053,82.57957861114164,99.97163015563709,112.87404752539463,125.68119547059722,138.4416122842556,155.27655926110134,38.338469548453915,54.93558276615487,65.92431587874567,79.80860929707089,90.10877130550902,100.33287853450197,110.51967971363241,123.95922955112424,22.280672008410864,31.926201426915483,38.312381187173365,46.38133624369353,52.36734804975843,58.30916008427666,64.22929144476942,72.0397806321742,16.219924548395706,23.241694777696548,27.890717653881445,33.76477038226178,38.12247825586301,42.44800949855864,46.757757604339965,52.4436518744025,9.42632356273988,13.507074861373425,16.208887298955506,19.62263447620638,22.15514714517112,24.668960138118877,27.173600649718434,30.477998211693492,5.4781744295015,7.849731831338825,9.419909187373607,11.403832439183027,12.875620040486066,14.336540193168826,15.792129693615605,17.712503645181645,3.183679711427304,4.561927023899571,5.474446670011933,6.627417661917588,7.482757408049974,8.33178145976032,9.17770756532259,10.293746433130352
